ID,Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Air_Quality
1950,04-05-2024,Mumbai,263,174,256,95,63,2.41,30,Poor
1951,05-05-2024,Lucknow,225,227,378,14,50,0.75,13,Poor
1952,06-05-2024,Delhi,211,276,82,26,27,2.08,39,Poor
1953,07-05-2024,Bhopal,262,227,273,26,69,2.29,150,Poor
1954,08-05-2024,Patna,188,214,24,42,17,2.07,85,Moderate
1955,09-05-2024,Lucknow,293,277,185,83,49,2.62,52,Poor
1956,10-05-2024,Chennai,275,158,287,92,28,3.65,105,Poor
1957,11-05-2024,Lucknow,231,138,261,64,28,4.23,44,Poor
1958,12-05-2024,Lucknow,349,278,386,111,62,0.24,116,Very Poor
1959,13-05-2024,Kanpur,133,86,260,13,2,1.54,58,Moderate
1960,14-05-2024,Kolkata,191,58,295,63,44,0.61,169,Moderate
1961,15-05-2024,Delhi,176,90,54,49,73,4,98,Moderate
1962,16-05-2024,Jaipur,180,108,160,41,56,2.71,88,Moderate
1963,17-05-2024,Mumbai,261,216,150,76,71,2.96,61,Poor
1964,18-05-2024,Hyderabad,174,88,72,98,29,1.4,77,Moderate
1965,19-05-2024,Jaipur,202,62,84,107,68,2.73,108,Poor
1966,20-05-2024,Kanpur,328,151,397,116,80,3.07,131,Very Poor
1967,21-05-2024,Hyderabad,196,96,21,105,31,4.45,33,Moderate
1968,22-05-2024,Mumbai,158,85,93,26,62,3.96,92,Moderate
1969,23-05-2024,Jaipur,155,36,90,70,58,2.03,130,Moderate
1970,24-05-2024,Bhopal,258,164,276,102,17,1.24,110,Poor
1971,25-05-2024,Jaipur,289,207,381,65,47,1.54,143,Poor
1972,26-05-2024,Patna,319,281,60,118,79,3.82,52,Very Poor
1973,27-05-2024,Mumbai,206,83,243,76,58,2.31,74,Poor
1974,28-05-2024,Kolkata,310,295,242,88,46,0.97,103,Very Poor
1975,29-05-2024,Bhopal,267,187,392,59,29,2.85,58,Poor
1976,30-05-2024,Chennai,234,201,111,100,3,1.04,102,Poor
1977,31-05-2024,Patna,172,109,22,80,41,1.61,104,Moderate
1978,01-06-2024,Kolkata,234,267,26,82,36,0.34,80,Poor
1979,02-06-2024,Hyderabad,218,213,42,94,34,1.38,24,Poor
1980,03-06-2024,Lucknow,221,25,387,65,79,2.92,135,Poor
1981,04-06-2024,Jaipur,338,252,351,101,71,3.67,19,Very Poor
1982,05-06-2024,Lucknow,223,24,333,119,21,3.23,55,Poor
1983,06-06-2024,Delhi,205,52,234,111,17,0.44,173,Poor
1984,07-06-2024,Hyderabad,237,170,69,114,71,1.39,59,Poor
1985,08-06-2024,Hyderabad,200,18,190,112,42,4.06,53,Moderate
1986,09-06-2024,Delhi,231,197,284,6,53,1.99,180,Poor
1987,10-06-2024,Mumbai,176,43,118,110,66,0.83,78,Moderate
1988,11-06-2024,Bhopal,173,98,247,10,37,2.82,139,Moderate
1989,12-06-2024,Jaipur,244,98,345,100,2,1.54,153,Poor
1990,13-06-2024,Hyderabad,191,70,194,64,74,3.8,32,Moderate
1991,14-06-2024,Lucknow,171,247,65,19,13,0.98,32,Moderate
1992,15-06-2024,Kanpur,257,172,322,85,4,3.5,12,Poor
1993,16-06-2024,Kanpur,223,201,255,15,33,1.52,174,Poor
1994,17-06-2024,Patna,141,77,178,11,50,3.24,55,Moderate
1995,18-06-2024,Patna,177,81,309,45,54,1.17,58,Moderate
1996,19-06-2024,Mumbai,169,112,110,42,35,3.2,77,Moderate
1997,20-06-2024,Chennai,299,260,201,79,48,1.7,174,Poor
1998,21-06-2024,Bhopal,304,240,343,92,23,0.36,159,Very Poor
1999,22-06-2024,Jaipur,242,89,295,77,28,4.47,121,Poor
2000,23-06-2024,Mumbai,203,157,126,48,66,2.57,78,Poor
